stateCode,facilityName,facilityId,unitId,associatedStacks,year,countOpTime,sumOpTime,grossLoad,steamLoad,so2Mass,so2Rate,co2Mass,co2Rate,noxMass,noxRate,heatInput,primaryFuelInfo,secondaryFuelInfo,unitType,so2ControlInfo,noxControlInfo,pmControlInfo,hgControlInfo,programCodeInfo
TX,Deer Park Energy Center,55464,CTG5,,2021,7690,7665.94,1500519.55,,4.055,0.001,803310.132,0.059,39.146,0.0061,13517205.37,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG2"
LA,Ouachita Plant,55467,CTGEN1,,2021,3231,3210.17,745598.68,,1.652,0.001,327266.002,0.059,43.004,0.0181,5506858.691,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG3"
LA,Ouachita Plant,55467,CTGEN2,,2021,4027,3992.64,899449.88,,2.04,0.001,404029.096,0.059,54.962,0.0192,6798542.786,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG3"
LA,Ouachita Plant,55467,CTGEN3,,2021,4913,4882.64,1107214.48,,2.543,0.001,503696.47,0.059,62.467,0.0165,8475618.317,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG3"
TX,South Houston Green Power Site,55470,EPN801,,2021,8540,8536.2,,5549022.8,18.122,0.0023,942982.435,0.059,86.795,0.0109,15867970.721,Pipeline Natural Gas,Process Gas,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG2"
TX,South Houston Green Power Site,55470,EPN802,,2021,8273,8267.54,1312756.3,,25.912,0.003,1000712.889,0.059,103.558,0.0138,16839295.533,Pipeline Natural Gas,Process Gas,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG2"
TX,South Houston Green Power Site,55470,EPN803,,2021,8289,8285.2,,6294421.43,22.122,0.0026,1009789.083,0.059,87.61,0.0104,16991636.933,Pipeline Natural Gas,Process Gas,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG2"
TX,Forney Power Plant,55480,U1,,2021,7045,6813.44,1764256.59,,3.698,0.001,732523.845,0.059,203.552,0.0397,12326117.15,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners,,,"ARP, CSOSG2"
TX,Forney Power Plant,55480,U2,,2021,7324,6964.45,1758912.85,,3.723,0.001,737504.12,0.059,202.192,0.0405,12409913.098,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners,,,"ARP, CSOSG2"
TX,Forney Power Plant,55480,U3,,2021,7306,7029.41,1754467.78,,3.715,0.001,735865.401,0.059,209.88,0.0439,12382411.745,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners,,,"ARP, CSOSG2"
TX,Forney Power Plant,55480,U4,,2021,5498,5310.65,1324842.1,,2.833,0.001,561269.379,0.059,157.827,0.0401,9444442.645,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners,,,"ARP, CSOSG2"
TX,Forney Power Plant,55480,U5,,2021,5679,5414.16,1336343.98,,2.848,0.001,564151.708,0.059,169.476,0.0416,9492988.742,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners,,,"ARP, CSOSG2"
TX,Forney Power Plant,55480,U6,,2021,5630,5418.38,1336885.77,,2.863,0.001,567052.044,0.059,157.257,0.0418,9541701.724,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners,,,"ARP, CSOSG2"
LA,Washington Parish Energy Center,55486,CTG01,,2021,716,661.55,98179.57,,0.27,0.001,53480.712,0.059,12.208,0.0276,899927.14,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSOSG3"
LA,Washington Parish Energy Center,55486,CTG02,,2021,627,570.97,89232.74,,0.242,0.001,48013.003,0.059,9.771,0.0268,807899.401,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSOSG3"
IL,Goose Creek Power Plant,55496,CT-01,,2021,181,157.06,8066.74,,0.03,0.001,5908.031,0.0594,1.049,0.0211,99416.144,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IL,Goose Creek Power Plant,55496,CT-02,,2021,214,185.13,9524.64,,0.036,0.001,7051.546,0.0594,1.349,0.023,118655.771,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IL,Goose Creek Power Plant,55496,CT-03,,2021,177,152.19,7858.83,,0.029,0.001,5674.938,0.0595,0.878,0.0183,95495.766,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IL,Goose Creek Power Plant,55496,CT-04,,2021,208,177.4,9186.14,,0.034,0.001,6749.01,0.0595,1.28,0.0224,113558.337,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IL,Goose Creek Power Plant,55496,CT-05,,2021,179,153.47,7888.88,,0.029,0.001,5778.994,0.0593,1.051,0.0211,97241.717,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IL,Goose Creek Power Plant,55496,CT-06,,2021,153,128.24,6275.03,,0.023,0.001,4622.238,0.0596,0.752,0.0189,77775.721,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
OK,Tenaska Kiamichi Generating Station,55501,CTGDB1,,2021,5925,5869.43,1202254.01,,2.841,0.001,562817.4,0.059,149.593,0.0339,9470540.333,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners,,,"ARP, CSOSG2"
OK,Tenaska Kiamichi Generating Station,55501,CTGDB2,,2021,5721,5637.77,1169617.5,,2.769,0.001,548414.384,0.059,149.11,0.0351,9228089.628,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners,,,"ARP, CSOSG2"
OK,Tenaska Kiamichi Generating Station,55501,CTGDB3,,2021,4873,4831.17,1003910.48,,2.374,0.001,470328.214,0.059,131.388,0.0349,7914214.86,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners,,,"ARP, CSOSG2"
OK,Tenaska Kiamichi Generating Station,55501,CTGDB4,,2021,4858,4824.48,1001263.47,,2.37,0.001,469455.074,0.059,126.124,0.0333,7899506.011,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners,,,"ARP, CSOSG2"
IN,Lawrenceburg Energy Facility,55502,1,,2021,7918,7840.16,1991163.87,,4.355,0.001,862571.46,0.059,71.539,0.0121,14514431.175,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IN,Lawrenceburg Energy Facility,55502,2,,2021,8031,7983.42,2029375.69,,4.404,0.001,872434.874,0.059,69.569,0.0111,14680431.176,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IN,Lawrenceburg Energy Facility,55502,3,,2021,8053,8003.2,2085011.83,,4.49,0.001,889350.674,0.059,69.945,0.0109,14965079.679,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IN,Lawrenceburg Energy Facility,55502,4,,2021,8112,8077.61,2069191.98,,4.437,0.001,878899.715,0.059,69.784,0.0109,14789184.333,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
OH,Waterford Plant,55503,1,,2021,6414,6401.53,1796854.57,,3.707,0.001,734249.884,0.059,57.955,0.0098,12355183.435,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
OH,Waterford Plant,55503,2,,2021,8245,8229.66,2263328.12,,4.671,0.001,925345.629,0.059,76.07,0.0102,15570632.702,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
OH,Waterford Plant,55503,3,,2021,8305,8297.06,2284339.72,,4.706,0.001,932120.095,0.059,77.811,0.0101,15684704.539,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
PA,Fayette Power Company LLC,55516,CTG1,,2021,8346,8332.16,2591463.49,,5.357,0.001,1061069.954,0.059,65.258,0.0074,17854567.858,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
PA,Fayette Power Company LLC,55516,CTG2,,2021,8442,8430.71,2578001.48,,5.253,0.001,1040630.587,0.059,61.037,0.0072,17510556.008,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
PA,York Energy Center,55524,1,,2021,5814,5499.0,777875.43,,1.835,0.001,363546.496,0.0591,18.359,0.0089,6109509.32,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
PA,York Energy Center,55524,2,,2021,5815,5490.67,768528.94,,1.823,0.001,361115.098,0.0591,18.863,0.0093,6069758.411,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
PA,York Energy Center,55524,3,,2021,5611,5366.1,754655.37,,1.798,0.001,356180.326,0.0591,17.423,0.0078,5984724.701,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
PA,York Energy Center,55524,5,,2021,8062,8056.76,2816438.61,,5.906,0.001,1169831.32,0.059,49.431,0.0052,19684693.414,Pipeline Natural Gas,Diesel Oil,Combined cycle,,"Dry Low NOx Burners,Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
PA,York Energy Center,55524,6,,2021,7996,7982.32,2793037.56,,5.884,0.001,1165469.21,0.059,49.131,0.0053,19611191.936,Pipeline Natural Gas,Diesel Oil,Combined cycle,,"Dry Low NOx Burners,Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
WI,McKinley Paper WI Company,55558,B06,,2021,8088,8039.44,366523.93,,1.143,0.001,226378.441,0.0592,21.254,0.0118,3809270.544,Pipeline Natural Gas,,Combined cycle,,"Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
LA,Perryville Power Station,55620,1-1,,2021,4640,4609.63,1134245.64,,2.328,0.001,461080.453,0.059,57.539,0.0185,7758528.109,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG3"
LA,Perryville Power Station,55620,1-2,,2021,4610,4573.55,1131422.71,,2.322,0.001,459935.57,0.059,56.655,0.0182,7739291.326,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG3"
LA,Perryville Power Station,55620,2-1,,2021,476,415.43,53031.63,,0.174,0.001,34380.601,0.0592,9.329,0.0442,578523.408,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSOSG3"
IL,"LSP University Park, LLC",55640,CT01,,2021,2074,1831.71,71152.01,,0.188,0.0007,39944.639,0.0593,6.757,0.0305,672145.309,Pipeline Natural Gas,,Combustion turbine,,"Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IL,"LSP University Park, LLC",55640,CT02,,2021,2331,2065.89,79251.95,,0.248,0.0008,47198.573,0.0592,7.206,0.0248,794233.94,Pipeline Natural Gas,,Combustion turbine,,"Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IL,"LSP University Park, LLC",55640,CT03,,2021,1827,1626.75,63872.38,,0.218,0.0009,40907.944,0.0592,6.842,0.0282,688367.063,Pipeline Natural Gas,,Combustion turbine,,"Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IL,"LSP University Park, LLC",55640,CT04,,2021,1995,1779.38,69315.37,,0.228,0.0009,42437.796,0.0592,6.821,0.0232,714036.071,Pipeline Natural Gas,,Combustion turbine,,"Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IL,"LSP University Park, LLC",55640,CT05,,2021,2448,2168.24,83125.54,,0.244,0.0008,47126.357,0.0593,7.519,0.0243,792977.148,Pipeline Natural Gas,,Combustion turbine,,"Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IL,"LSP University Park, LLC",55640,CT06,,2021,2698,2414.08,94205.12,,0.294,0.0008,55732.519,0.0592,5.693,0.0183,937772.44,Pipeline Natural Gas,,Combustion turbine,,"Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IL,"LSP University Park, LLC",55640,CT07,,2021,2212,1978.54,76753.29,,0.246,0.0009,46179.999,0.0592,6.942,0.0252,777066.684,Pipeline Natural Gas,,Combustion turbine,,"Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IL,"LSP University Park, LLC",55640,CT08,,2021,1949,1722.09,67703.28,,0.214,0.0009,40256.165,0.0592,6.203,0.0247,677382.488,Pipeline Natural Gas,,Combustion turbine,,"Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IL,"LSP University Park, LLC",55640,CT09,,2021,1945,1702.6,66910.59,,0.218,0.0009,40391.277,0.0592,5.203,0.025,679634.94,Pipeline Natural Gas,,Combustion turbine,,"Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IL,"LSP University Park, LLC",55640,CT10,,2021,2280,2016.01,77287.05,,0.195,0.0007,40906.037,0.0593,5.045,0.021,688318.958,Pipeline Natural Gas,,Combustion turbine,,"Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IL,"LSP University Park, LLC",55640,CT11,,2021,2128,1882.35,73386.42,,0.235,0.0009,43708.796,0.0592,4.928,0.0214,735547.507,Pipeline Natural Gas,,Combustion turbine,,"Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IL,"LSP University Park, LLC",55640,CT12,,2021,1622,1419.88,54142.0,,0.172,0.0009,32235.178,0.0592,3.528,0.0224,542374.697,Pipeline Natural Gas,,Combustion turbine,,"Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
WI,Riverside Energy Center,55641,CT-01,,2021,6837,6745.22,1699221.23,,3.41,0.001,675571.412,0.059,36.093,0.0083,11367775.926,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
WI,Riverside Energy Center,55641,CT-02,,2021,6572,6424.09,1619019.12,,3.272,0.001,648234.473,0.059,34.522,0.0097,10907729.349,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
WI,Riverside Energy Center,55641,CT-03,,2021,2551,2448.55,760938.71,,1.521,0.001,301373.812,0.059,23.417,0.0186,5071183.843,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
WI,Riverside Energy Center,55641,CT-04,,2021,4141,4038.99,1227894.37,,2.54,0.001,503058.078,0.059,34.099,0.0141,8464909.309,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
OK,Spring Creek Power Plant,55651,CT-01,,2021,351,298.17,14187.39,,0.057,0.001,11344.614,0.059,2.695,0.0281,190900.763,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSOSG2"
OK,Spring Creek Power Plant,55651,CT-02,,2021,355,292.83,13873.54,,0.056,0.001,11139.235,0.0591,2.221,0.0234,187435.237,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSOSG2"
OK,Spring Creek Power Plant,55651,CT-03,,2021,372,315.84,15088.85,,0.06,0.001,11863.83,0.0592,2.627,0.0262,199639.04,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSOSG2"
OK,Spring Creek Power Plant,55651,CT-04,,2021,390,337.62,16138.57,,0.065,0.001,12937.833,0.0591,2.819,0.0259,217702.876,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSOSG2"
PA,Chambersburg Units 12 & 13,55654,12,,2021,2759,2523.56,113022.9,,0.34,0.001,67267.634,0.0592,42.653,0.0819,1131913.427,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
PA,Chambersburg Units 12 & 13,55654,13,,2021,2051,1862.04,80571.74,,0.248,0.001,49060.156,0.0592,31.109,0.0824,825503.901,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
TX,Harrison County Power Project,55664,GT-1,,2021,6542,6369.48,1468998.99,,3.114,0.001,616902.09,0.059,88.877,0.0197,10380543.899,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG2"
TX,Harrison County Power Project,55664,GT-2,,2021,6604,6413.88,1498672.3,,3.15,0.001,624031.969,0.0591,87.516,0.02,10500506.516,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG2"
PA,"Lower Mount Bethel Energy, LLC",55667,CT01,,2021,7959,7950.7,2214507.12,,4.634,0.001,917994.386,0.059,66.598,0.0089,15447033.008,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
PA,"Lower Mount Bethel Energy, LLC",55667,CT02,,2021,7891,7879.14,2167316.11,,4.51,0.001,893426.441,0.059,63.84,0.0087,15033600.975,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
PA,Bethlehem Power Plant,55690,1,,2021,4255,4064.9,591045.12,,1.399,0.001,276625.365,0.0592,13.049,0.0072,4640194.814,Pipeline Natural Gas,Diesel Oil,Combined cycle,,"Water Injection,Overfire Air,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
PA,Bethlehem Power Plant,55690,2,,2021,3578,3413.94,498344.26,,1.158,0.001,229320.039,0.0591,9.945,0.0077,3856964.462,Pipeline Natural Gas,Diesel Oil,Combined cycle,,"Water Injection,Overfire Air,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
PA,Bethlehem Power Plant,55690,3,,2021,4457,4282.12,619911.24,,1.482,0.001,293509.671,0.0591,14.191,0.0077,4935413.597,Pipeline Natural Gas,Diesel Oil,Combined cycle,,"Water Injection,Overfire Air,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
PA,Bethlehem Power Plant,55690,5,,2021,4497,4361.49,635408.25,,1.449,0.001,287068.975,0.059,12.115,0.0063,4830274.384,Pipeline Natural Gas,Diesel Oil,Combined cycle,,"Water Injection,Overfire Air,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
PA,Bethlehem Power Plant,55690,6,,2021,4536,4367.01,631431.71,,1.454,0.001,287868.053,0.0591,12.98,0.0072,4840954.961,Pipeline Natural Gas,Diesel Oil,Combined cycle,,"Water Injection,Overfire Air,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
PA,Bethlehem Power Plant,55690,7,,2021,4471,4296.75,633902.7,,1.503,0.001,297584.182,0.0591,13.87,0.0077,5005717.033,Pipeline Natural Gas,Diesel Oil,Combined cycle,,"Water Injection,Overfire Air,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
MS,Ackerman Combined Cycle Plant,55694,AA-001,,2021,5819,5797.0,1591592.24,,3.401,0.001,673750.039,0.059,65.108,0.0126,11337163.086,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG2"
MS,Ackerman Combined Cycle Plant,55694,AA-002,,2021,6579,6562.93,1816539.31,,3.974,0.001,787210.345,0.059,75.233,0.0122,13246313.492,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG2"
NY,Bayswater Peaking Facility,55699,1,,2021,1951,1616.17,87796.03,,0.286,0.001,56600.447,0.0591,4.688,0.0137,952407.834,Pipeline Natural Gas,,Combustion turbine,,"Selective Catalytic Reduction,Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
NY,Bayswater Peaking Facility,55699,2,,2021,858,716.0,37592.12,,0.127,0.001,24630.601,0.0609,2.172,0.014,404191.344,Diesel Oil,Pipeline Natural Gas,Combustion turbine,,"Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
OH,Fremont Energy Center,55701,CT01,,2021,7030,6901.97,1946596.14,,3.989,0.001,790094.544,0.059,67.715,0.0119,13294861.102,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Ammonia Injection,Selective Catalytic Reduction,Steam Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
OH,Fremont Energy Center,55701,CT02,,2021,6802,6673.67,1853803.96,,3.818,0.001,756363.499,0.059,66.381,0.0124,12727336.329,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Ammonia Injection,Selective Catalytic Reduction,Steam Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
MS,Choctaw County Gen,55706,CTG1,,2021,5214,5204.55,856735.33,,2.743,0.001,543294.897,0.059,39.786,0.009,9141940.553,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG2"
MS,Choctaw County Gen,55706,CTG2,,2021,5255,5246.35,860244.56,,2.817,0.001,557940.21,0.059,42.509,0.0094,9388393.01,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG2"
MS,Choctaw County Gen,55706,CTG3,,2021,5281,5269.71,883603.95,,2.82,0.001,558662.542,0.059,42.576,0.0095,9400609.105,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG2"
TX,Nacogdoches Generating Facility,55708,BFB-1,,2021,3057,3046.19,234343.34,,2.747,0.0018,319061.932,0.1037,131.867,0.087,3059940.807,Wood,,Bubbling fluidized bed boiler,,Selective Non-catalytic Reduction,Baghouse,,"ARP, CSOSG2"
PA,Springdale Generating Station (55710),55710,3,,2021,6719,6705.84,1204272.33,,3.494,0.001,692154.228,0.059,47.546,0.0086,11646792.987,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
PA,Springdale Generating Station (55710),55710,4,,2021,6819,6811.01,1217597.74,,3.564,0.001,706042.119,0.059,48.083,0.0084,11880491.608,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
AR,Magnet Cove Generating Station,55714,SN-01,,2021,1501,1485.96,536447.27,,1.016,0.001,201228.646,0.059,24.905,0.0183,3386075.439,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG2"
AR,Magnet Cove Generating Station,55714,SN-02,,2021,2545,2531.75,889909.74,,1.68,0.001,332852.741,0.059,38.233,0.0151,5600887.496,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG2"
MI,Dean Peakers,55718,1,,2021,1309,1219.6,87020.56,,0.314,0.001,62104.529,0.059,14.702,0.0291,1045091.456,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
MI,Dean Peakers,55718,2,,2021,1229,1141.27,81464.28,,0.295,0.001,58509.505,0.0589,12.63,0.0266,984555.774,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
MI,Dean Peakers,55718,3,,2021,1133,1054.05,77272.89,,0.277,0.001,54855.342,0.059,10.874,0.0242,923081.128,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
MI,Dean Peakers,55718,4,,2021,1043,969.41,68141.22,,0.245,0.001,48590.823,0.059,10.471,0.0266,817619.285,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
OH,Hanging Rock Power Company LLC,55736,CTG1,,2021,8224,8189.66,2501888.1,,5.176,0.001,1025248.924,0.059,73.621,0.0093,17251837.598,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
OH,Hanging Rock Power Company LLC,55736,CTG2,,2021,8275,8251.57,2486714.54,,5.164,0.001,1022972.099,0.059,75.772,0.0095,17213451.762,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
OH,Hanging Rock Power Company LLC,55736,CTG3,,2021,8232,8197.13,2513201.31,,5.245,0.001,1039060.515,0.059,82.111,0.0102,17484127.941,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
OH,Hanging Rock Power Company LLC,55736,CTG4,,2021,8284,8265.24,2506010.81,,5.19,0.001,1028119.595,0.059,74.504,0.0091,17300134.904,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
VA,Buchanan Units 1 & 2,55738,1,,2021,5225,4908.42,197186.32,,0.574,0.001,113587.605,0.0592,71.149,0.0797,1911353.634,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
VA,Buchanan Units 1 & 2,55738,2,,2021,5390,5065.34,198900.14,,0.565,0.001,111862.472,0.0592,69.322,0.079,1882302.207,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
